gene_id;SHSY5Y_b (SRR4098610);A431_a (SRR629557);U-251 MG_a (SRR629561);U-251 MG_b (SRR629562);U2OS_a (SRR629563);A-549_a (SRR629564);A-549_b (SRR629565);CACO-2_a (SRR629566);CACO-2_b (SRR629568);HEK 293_b (SRR629570);Hep-G2_a (SRR629573);MCF-7_a (SRR629577);MCF-7_b (SRR629578);PC3_a (SRR629581);gene_name;gene_chr;gene_start;gene_end;gene_strand;gene_length;gene_biotype;description
ENSG00000164821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DEFA4;NC_000008.11;NW_018654717.1;6935820;330943;6938338;333461;-;-;5038;protein_coding;"defensin alpha 4 [Source:HGNC Symbol;Acc:HGNC:2763]"
ENSG00000164853;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UNCX;NC_000007.14;1232382;1237326;+;4945;protein_coding;"UNC homeobox [Source:HGNC Symbol;Acc:HGNC:33194]"
ENSG00000164893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SLC7A13;NC_000008.11;86213909;86230375;-;16467;protein_coding;"solute carrier family 7 member 13 [Source:HGNC Symbol;Acc:HGNC:23092]"
ENSG00000164935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DCSTAMP;NC_000008.11;104339087;104356874;+;17788;protein_coding;"dendrocyte expressed seven transmembrane protein [Source:HGNC Symbol;Acc:HGNC:18549]"
ENSG00000165066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NKX6-3;NC_000008.11;41645177;41650818;-;5642;protein_coding;"NK6 homeobox 3 [Source:HGNC Symbol;Acc:HGNC:26328]"
ENSG00000165383;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LRRC18;NC_000010.11;48881011;48940126;-;59116;protein_coding;"leucine rich repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:23199]"
ENSG00000165457;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FOLR2;NC_000011.10;72216773;72221950;+;5178;protein_coding;"folate receptor beta [Source:HGNC Symbol;Acc:HGNC:3793]"
ENSG00000165553;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NGB;NC_000014.9;77265491;77271312;-;5822;protein_coding;"neuroglobin [Source:HGNC Symbol;Acc:HGNC:14077]"
ENSG00000165583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SSX5;NC_000023.11;48177982;48196798;-;18817;protein_coding;"SSX family member 5 [Source:HGNC Symbol;Acc:HGNC:11339]"
ENSG00000165584;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SSX3;NC_000023.11;48346428;48356753;-;10326;protein_coding;"SSX family member 3 [Source:HGNC Symbol;Acc:HGNC:11337]"
ENSG00000165588;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OTX2;NC_000014.9;56800707;56810476;-;9770;protein_coding;"orthodenticle homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8522]"
ENSG00000165623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UCMA;NC_000010.11;13221766;13234328;-;12563;protein_coding;"upper zone of growth plate and cartilage matrix associated [Source:HGNC Symbol;Acc:HGNC:25205]"
ENSG00000165682;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CLEC1B;NC_000012.12;9986119;10001894;-;15776;protein_coding;"C-type lectin domain family 1 member B [Source:HGNC Symbol;Acc:HGNC:24356]"
ENSG00000165762;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR4K2;NC_000014.9;19876268;19877212;+;945;protein_coding;"olfactory receptor family 4 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:14728]"
ENSG00000165805;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C12orf50;NC_000012.12;87980039;88030212;-;50174;protein_coding;"chromosome 12 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:26665]"
ENSG00000165837;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ERICH6B;NC_000013.11;45541203;45615739;-;74537;protein_coding;"glutamate rich 6B [Source:HGNC Symbol;Acc:HGNC:26523]"
ENSG00000165970;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SLC6A5;NC_000011.10;20599400;20655064;+;55665;protein_coding;"solute carrier family 6 member 5 [Source:HGNC Symbol;Acc:HGNC:11051]"
ENSG00000166006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KCNC2;NC_000012.12;75040078;75209748;-;169671;protein_coding;"potassium voltage-gated channel subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:6234]"
ENSG00000166090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IL25;NC_000014.9;23372809;23376403;+;3595;protein_coding;"interleukin 25 [Source:HGNC Symbol;Acc:HGNC:13765]"
ENSG00000166091;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CMTM5;NC_000014.9;23376432;23379772;+;3341;protein_coding;"CKLF like MARVEL transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19176]"
ENSG00000166118;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SPATA19;NC_000011.10;133835930;133845538;-;9609;protein_coding;"spermatogenesis associated 19 [Source:HGNC Symbol;Acc:HGNC:30614]"
ENSG00000166152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;C16orf78;NC_000016.10;49373808;49399431;+;25624;protein_coding;"chromosome 16 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:28479]"
ENSG00000166211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SPIC;NC_000012.12;101475276;101486997;+;11722;protein_coding;"Spi-C transcription factor [Source:HGNC Symbol;Acc:HGNC:29549]"
ENSG00000166351;0;0;0;0;0;0;0;0;0;0;0;0;0;0;POTED;NC_000021.9;13610081;13641585;+;31505;protein_coding;"POTE ankyrin domain family member D [Source:HGNC Symbol;Acc:HGNC:23822]"
ENSG00000166363;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR10A5;NC_000011.10;6845683;6846636;+;954;protein_coding;"olfactory receptor family 10 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:15131]"
ENSG00000166523;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CLEC4E;NC_000012.12;8533305;8541327;-;8023;protein_coding;"C-type lectin domain family 4 member E [Source:HGNC Symbol;Acc:HGNC:14555]"
ENSG00000166527;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CLEC4D;NC_000012.12;8513492;8522366;+;8875;protein_coding;"C-type lectin domain family 4 member D [Source:HGNC Symbol;Acc:HGNC:14554]"
ENSG00000166569;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CPLX4;NC_000018.10;59295402;59318649;-;23248;protein_coding;"complexin 4 [Source:HGNC Symbol;Acc:HGNC:24330]"
ENSG00000166573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GALR1;NC_000018.10;77250052;77270142;+;20091;protein_coding;"galanin receptor 1 [Source:HGNC Symbol;Acc:HGNC:4132]"
ENSG00000166634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SERPINB12;NC_000018.10;63519164;63569329;+;50166;protein_coding;"serpin family B member 12 [Source:HGNC Symbol;Acc:HGNC:14220]"
ENSG00000166736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HTR3A;NC_000011.10;113975075;113990313;+;15239;protein_coding;"5-hydroxytryptamine receptor 3A [Source:HGNC Symbol;Acc:HGNC:5297]"
ENSG00000166884;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR4D6;NC_000011.10;59456961;59457905;+;945;protein_coding;"olfactory receptor family 4 subfamily D member 6 [Source:HGNC Symbol;Acc:HGNC:15175]"
ENSG00000166926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MS4A6E;NC_000011.10;60334882;60340968;+;6087;protein_coding;"membrane spanning 4-domains A6E [Source:HGNC Symbol;Acc:HGNC:14285]"
ENSG00000166927;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MS4A7;NC_000011.10;60378485;60395954;+;17470;protein_coding;"membrane spanning 4-domains A7 [Source:HGNC Symbol;Acc:HGNC:13378]"
ENSG00000166928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MS4A14;NC_000011.10;60396014;60417756;+;21743;protein_coding;"membrane spanning 4-domains A14 [Source:HGNC Symbol;Acc:HGNC:30706]"
ENSG00000166930;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MS4A5;NC_000011.10;60429589;60447792;+;18204;protein_coding;"membrane spanning 4-domains A5 [Source:HGNC Symbol;Acc:HGNC:13374]"
ENSG00000166947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EPB42;NC_000015.10;43197227;43225856;-;28630;protein_coding;"erythrocyte membrane protein band 4.2 [Source:HGNC Symbol;Acc:HGNC:3381]"
ENSG00000166948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TGM6;NC_000020.11;2380908;2432753;+;51846;protein_coding;"transglutaminase 6 [Source:HGNC Symbol;Acc:HGNC:16255]"
ENSG00000166961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MS4A15;NC_000011.10;60756867;60776733;+;19867;protein_coding;"membrane spanning 4-domains A15 [Source:HGNC Symbol;Acc:HGNC:28573]"
ENSG00000167014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TERB2;NC_000015.10;44956674;44979223;+;22550;protein_coding;"telomere repeat binding bouquet formation protein 2 [Source:HGNC Symbol;Acc:HGNC:28520]"
ENSG00000167098;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SUN5;NC_000020.11;32983773;33004449;-;20677;protein_coding;"Sad1 and UNC84 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:16252]"
ENSG00000167104;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BPIFB6;NC_000020.11;33031648;33044108;+;12461;protein_coding;"BPI fold containing family B member 6 [Source:HGNC Symbol;Acc:HGNC:16504]"
ENSG00000167210;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LOXHD1;NC_000018.10;46476972;46657115;-;180144;protein_coding;"lipoxygenase homology PLAT domains 1 [Source:HGNC Symbol;Acc:HGNC:26521]"
ENSG00000167346;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MMP26;NC_000011.10;4988191;4992429;+;4239;protein_coding;"matrix metallopeptidase 26 [Source:HGNC Symbol;Acc:HGNC:14249]"
ENSG00000167419;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LPO;NC_000017.11;58238426;58268518;+;30093;protein_coding;"lactoperoxidase [Source:HGNC Symbol;Acc:HGNC:6678]"
ENSG00000167531;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LALBA;NC_000012.12;48567684;48571883;-;4200;protein_coding;"lactalbumin alpha [Source:HGNC Symbol;Acc:HGNC:6480]"
ENSG00000167633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KIR3DL1;NC_000019.10;NW_016107300.1;NW_016107301.1;NW_016107302.1;NW_016107306.1;NW_016107307.1;NW_016107309.1;NW_003571056.2;NW_003571060.1;NT_187693.1;NT_187637.1;NT_187638.1;NT_187639.1;NT_187640.1;NT_187642.1;NT_187643.1;NT_187645.1;NT_187668.1;NT_187669.1;NT_187671.1;NT_187672.1;NT_187673.1;NT_187674.1;NT_187676.1;NT_187677.1;NT_187683.1;NT_187684.1;NT_187685.1;NT_187686.1;NT_187687.1;54816438;87925;87932;87899;117888;87860;87899;753983;720804;799007;38030;38231;38595;27422;36724;38286;38301;28192;38286;95381;118071;38300;103310;92381;93804;90646;38088;37780;38631;38106;54830778;132434;132421;132416;132231;132378;132416;760403;735147;813347;52371;52575;52938;41766;51067;52629;52644;42533;52629;109724;122021;52640;117653;106724;108144;104990;52446;52121;52972;52466;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;+;+;-;+;+;+;+;-;-;-;-;562854;protein_coding;"killer cell immunoglobulin like receptor
ENSG00000167768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KRT1;NC_000012.12;52674736;52680407;-;5672;protein_coding;"keratin 1 [Source:HGNC Symbol;Acc:HGNC:6412]"
ENSG00000167791;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CABP2;NC_000011.10;67518947;67523428;-;4482;protein_coding;"calcium binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1385]"
ENSG00000167822;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR8J3;NC_000011.10;56136771;56137718;-;948;protein_coding;"olfactory receptor family 8 subfamily J member 3 [Source:HGNC Symbol;Acc:HGNC:15312]"
ENSG00000167825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR5I1;NC_000011.10;55935456;55936400;-;945;protein_coding;"olfactory receptor family 5 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:8347]"
ENSG00000167858;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TEKT1;NC_000017.11;6799981;6831741;-;31761;protein_coding;"tektin 1 [Source:HGNC Symbol;Acc:HGNC:15534]"
ENSG00000167910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CYP7A1;NC_000008.11;58490178;58500161;-;9984;protein_coding;"cytochrome P450 family 7 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2651]"
ENSG00000167941;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SOST;NC_000017.11;43753731;43758788;-;5058;protein_coding;"sclerostin [Source:HGNC Symbol;Acc:HGNC:13771]"
ENSG00000168070;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MAJIN;NC_000011.10;64938230;64972098;-;33869;protein_coding;"membrane anchored junction protein [Source:HGNC Symbol;Acc:HGNC:27441]"
ENSG00000168081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PNOC;NC_000008.11;28316979;28343355;+;26377;protein_coding;"prepronociceptin [Source:HGNC Symbol;Acc:HGNC:9163]"
ENSG00000168229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PTGDR;NC_000014.9;52267256;52276724;+;9469;protein_coding;"prostaglandin D2 receptor [Source:HGNC Symbol;Acc:HGNC:9591]"
ENSG00000168314;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MOBP;NC_000003.12;39467573;39529497;+;61925;protein_coding;"myelin associated oligodendrocyte basic protein [Source:HGNC Symbol;Acc:HGNC:7189]"
ENSG00000168333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PPDPFL;NC_000008.11;49054336;49076083;+;21748;protein_coding;"pancreatic progenitor cell differentiation and proliferation factor like [Source:HGNC Symbol;Acc:HGNC:31745]"
ENSG00000168367;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00917;NC_000016.10;86331850;86345679;-;13830;lncRNA;"long intergenic non-protein coding RNA 917 [Source:HGNC Symbol;Acc:HGNC:48607]"
ENSG00000168418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KCNG4;NC_000016.10;84221135;84239750;-;18616;protein_coding;"potassium voltage-gated channel modifier subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:19697]"
ENSG00000168509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HJV;NC_000001.11;146017468;146021822;-;4355;protein_coding;"hemojuvelin BMP co-receptor [Source:HGNC Symbol;Acc:HGNC:4887]"
ENSG00000168515;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SCGB1D1;NC_000011.10;62190238;62193537;+;3300;protein_coding;"secretoglobin family 1D member 1 [Source:HGNC Symbol;Acc:HGNC:18395]"
ENSG00000168530;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MYL1;NC_000002.12;210290144;210315171;-;25028;protein_coding;"myosin light chain 1 [Source:HGNC Symbol;Acc:HGNC:7582]"
ENSG00000168582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CRYGA;NC_000002.12;208160740;208163573;-;2834;protein_coding;"crystallin gamma A [Source:HGNC Symbol;Acc:HGNC:2408]"
ENSG00000168619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ADAM18;NC_000008.11;NT_187577.1;39584568;335202;39730064;480684;+;+;290980;protein_coding;"ADAM metallopeptidase domain 18 [Source:HGNC Symbol;Acc:HGNC:196]"
ENSG00000168746;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01620;NC_000020.11;44451984;44465344;-;13361;lncRNA;"long intergenic non-protein coding RNA 1620 [Source:HGNC Symbol;Acc:HGNC:16195]"
ENSG00000168828;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR13J1;NC_000009.12;35869463;35870401;-;939;protein_coding;"olfactory receptor family 13 subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:15108]"
ENSG00000168875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SOX14;NC_000003.12;137764292;137766334;+;2043;protein_coding;"SRY-box transcription factor 14 [Source:HGNC Symbol;Acc:HGNC:11193]"
ENSG00000168995;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SIGLEC7;NC_000019.10;51142260;51153526;+;11267;protein_coding;"sialic acid binding Ig like lectin 7 [Source:HGNC Symbol;Acc:HGNC:10876]"
ENSG00000169154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GOT1L1;NC_000008.11;37933548;37940503;-;6956;protein_coding;"glutamic-oxaloacetic transaminase 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28487]"
ENSG00000169164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;XAGE-4;NC_000023.11;55654692;55657014;-;2323;transcribed_pseudogene;"X antigen family
ENSG00000169194;0;0;0;0;0;0;0;0;0;0;0;0;0;0;IL13;NC_000005.10;132656524;132661109;+;4586;protein_coding;"interleukin 13 [Source:HGNC Symbol;Acc:HGNC:5973]"
ENSG00000169208;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR10G3;NC_000014.9;21569803;21570744;-;942;protein_coding;"olfactory receptor family 10 subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:8171]"
ENSG00000169218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RSPO1;NC_000001.11;37611350;37634923;-;23574;protein_coding;"R-spondin 1 [Source:HGNC Symbol;Acc:HGNC:21679]"
ENSG00000169340;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PDILT;NC_000016.10;20359170;20404742;-;45573;protein_coding;"protein disulfide isomerase like
ENSG00000169344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;UMOD;NC_000016.10;20333051;20356301;-;23251;protein_coding;"uromodulin [Source:HGNC Symbol;Acc:HGNC:12559]"
ENSG00000169397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RNASE3;NC_000014.9;20891403;20892348;+;946;protein_coding;"ribonuclease A family member 3 [Source:HGNC Symbol;Acc:HGNC:10046]"
ENSG00000169469;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SPRR1B;NC_000001.11;153031203;153032900;+;1698;protein_coding;"small proline rich protein 1B [Source:HGNC Symbol;Acc:HGNC:11260]"
ENSG00000169474;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SPRR1A;NC_000001.11;152984088;152985814;+;1727;protein_coding;"small proline rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]"
ENSG00000169484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR4K14;NC_000014.9;20014261;20015193;-;933;protein_coding;"olfactory receptor family 4 subfamily K member 14 [Source:HGNC Symbol;Acc:HGNC:15352]"
ENSG00000169488;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR4K15;NC_000014.9;19975519;19976565;+;1047;protein_coding;"olfactory receptor family 4 subfamily K member 15 [Source:HGNC Symbol;Acc:HGNC:15353]"
ENSG00000169509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CRCT1;NC_000001.11;152514502;152516010;+;1509;protein_coding;"cysteine rich C-terminal 1 [Source:HGNC Symbol;Acc:HGNC:29875]"
ENSG00000169704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GP9;NC_000003.12;129055449;129062411;+;6963;protein_coding;"glycoprotein IX platelet [Source:HGNC Symbol;Acc:HGNC:4444]"
ENSG00000169777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TAS2R1;NC_000005.10;9628997;9630351;-;1355;protein_coding;"taste 2 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14909]"
ENSG00000169836;0;0;0;0;0;0;0;0;0;0;0;0;0;0;TACR3;NC_000004.12;103589468;103719816;-;130349;protein_coding;"tachykinin receptor 3 [Source:HGNC Symbol;Acc:HGNC:11528]"
ENSG00000169840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GSX1;NC_000013.11;27792643;27793952;+;1310;protein_coding;"GS homeobox 1 [Source:HGNC Symbol;Acc:HGNC:20374]"
ENSG00000169877;0;0;0;0;0;0;0;0;0;0;0;0;0;0;AHSP;NC_000016.10;31527852;31528804;+;953;protein_coding;"alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:HGNC:18075]"
ENSG00000169900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PYDC1;NC_000016.10;31215962;31217093;-;1132;protein_coding;"pyrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30261]"
ENSG00000169953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;HSFY2;NC_000024.10;18731440;18790735;-;59296;protein_coding;"heat shock transcription factor Y-linked 2 [Source:HGNC Symbol;Acc:HGNC:23950]"
ENSG00000170128;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GPR25;NC_000001.11;200872955;200874178;+;1224;protein_coding;"G protein-coupled receptor 25 [Source:HGNC Symbol;Acc:HGNC:4480]"
ENSG00000170180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;GYPA;NC_000004.12;144109303;144140854;-;31552;protein_coding;"glycophorin A (MNS blood group) [Source:HGNC Symbol;Acc:HGNC:4702]"
ENSG00000170426;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SDR9C7;NC_000012.12;56923154;56934405;-;11252;protein_coding;"short chain dehydrogenase/reductase family 9C member 7 [Source:HGNC Symbol;Acc:HGNC:29958]"
ENSG00000170484;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KRT74;NC_000012.12;52565819;52573825;-;8007;protein_coding;"keratin 74 [Source:HGNC Symbol;Acc:HGNC:28929]"
ENSG00000170605;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR9K2;NC_000012.12;55129769;55130776;+;1008;protein_coding;"olfactory receptor family 9 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:15339]"
ENSG00000170613;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FAM71B;NC_000005.10;157162332;157166268;-;3937;protein_coding;"golgi associated RAB2 interactor family member 3 [Source:HGNC Symbol;Acc:HGNC:28397]"
ENSG00000170790;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR10A2;NC_000011.10;6869755;6870666;+;912;protein_coding;"olfactory receptor family 10 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8161]"
ENSG00000170820;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FSHR;NC_000002.12;48953161;49154527;-;201367;protein_coding;"follicle stimulating hormone receptor [Source:HGNC Symbol;Acc:HGNC:3969]"
ENSG00000170920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR7G3;NC_000019.10;9126012;9126950;-;939;protein_coding;"olfactory receptor family 7 subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:8467]"
ENSG00000170923;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR7G2;NC_000019.10;9102269;9103306;-;1038;protein_coding;"olfactory receptor family 7 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:8466]"
ENSG00000170929;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR1M1;NC_000019.10;9093245;9094186;+;942;protein_coding;"olfactory receptor family 1 subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:8220]"
ENSG00000170948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MBD3L1;NC_000019.10;8842593;8843340;+;748;protein_coding;"methyl-CpG binding domain protein 3 like 1 [Source:HGNC Symbol;Acc:HGNC:15774]"
ENSG00000170950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PGK2;NC_000006.12;49785651;49787340;-;1690;protein_coding;"phosphoglycerate kinase 2 [Source:HGNC Symbol;Acc:HGNC:8898]"
ENSG00000170983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC00208;NC_000008.11;NW_018654717.1;11576535;1766767;11581341;1771584;+;-;9625;lncRNA;"long intergenic non-protein coding RNA 208 [Source:HGNC Symbol;Acc:HGNC:15535]"
ENSG00000171014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR4D5;NC_000011.10;123939617;123940573;+;957;protein_coding;"olfactory receptor family 4 subfamily D member 5 [Source:HGNC Symbol;Acc:HGNC:14852]"
ENSG00000171102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OBP2B;NC_000009.12;NW_009646201.1;133205279;31225;133223255;35196;-;-;21949;protein_coding;"odorant binding protein 2B [Source:HGNC Symbol;Acc:HGNC:23381]"
ENSG00000171136;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RLN3;NC_000019.10;14028148;14031558;+;3411;protein_coding;"relaxin 3 [Source:HGNC Symbol;Acc:HGNC:17135]"
ENSG00000171180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR2M4;NC_000001.11;248238929;248239864;+;936;protein_coding;"olfactory receptor family 2 subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:8270]"
ENSG00000171195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;MUC7;NC_000004.12;70430492;70482997;+;52506;protein_coding;"mucin 7
ENSG00000171199;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OPRPN;NC_000004.12;70397882;70410197;+;12316;protein_coding;"opiorphin prepropeptide [Source:HGNC Symbol;Acc:HGNC:17279]"
ENSG00000171201;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SMR3B;NC_000004.12;70383078;70390244;+;7167;protein_coding;"submaxillary gland androgen regulated protein 3B [Source:HGNC Symbol;Acc:HGNC:17326]"
ENSG00000171209;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CSN3;NC_000004.12;70238370;70251432;+;13063;protein_coding;"casein kappa [Source:HGNC Symbol;Acc:HGNC:2446]"
ENSG00000171396;0;0;0;0;0;0;0;0;0;0;0;0;0;0;KRTAP4-4;NC_000017.11;41159653;41160731;-;1079;protein_coding;"keratin associated protein 4-4 [Source:HGNC Symbol;Acc:HGNC:16928]"
ENSG00000171459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR1L6;NC_000009.12;122749848;122750783;+;936;protein_coding;"olfactory receptor family 1 subfamily L member 6 [Source:HGNC Symbol;Acc:HGNC:8218]"
ENSG00000171478;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SPACA5B;NC_000023.11;48130626;48132620;+;1995;protein_coding;"sperm acrosome associated 5B [Source:HGNC Symbol;Acc:HGNC:19142]"
ENSG00000171481;0;0;0;0;0;0;0;0;0;0;0;0;0;0;OR1L3;NC_000009.12;122675130;122676104;+;975;protein_coding;"olfactory receptor family 1 subfamily L member 3 [Source:HGNC Symbol;Acc:HGNC:8215]"
ENSG00000171489;0;0;0;0;0;0;0;0;0;0;0;0;0;0;SPACA5;NC_000023.11;48004336;48009736;+;5401;protein_coding;"sperm acrosome associated 5 [Source:HGNC Symbol;Acc:HGNC:31353]"
ENSG00000171509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;RXFP1;NC_000004.12;158521711;158653372;+;131662;protein_coding;"relaxin family peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:19718]"
ENSG00000171595;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DNAI2;NC_000017.11;74274210;74314884;+;40675;protein_coding;"dynein axonemal intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:18744]"
